date,outbreak_type,outbreak_severity_0_5,total_patient_arrivals,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2024-08-12,Malaria,4,176,94,66,6,10,11,2,2,1,1,1,2,7,1,2,2,1,7,4,9,28,12,57,109,69,3,1,37,12,11,33,25,43,112,90,11,3,1,0,High
2024-08-13,Malaria,4,166,87,64,10,5,11,2,2,1,1,1,2,6,1,2,2,1,7,4,9,27,12,55,105,66,2,1,35,13,7,31,19,48,128,80,10,2,2,0,High
2024-08-14,Malaria,4,190,100,73,4,13,11,2,3,1,1,1,3,7,1,2,2,1,7,5,10,31,14,63,120,76,3,1,44,13,7,35,25,77,132,98,8,2,1,0,High
2024-08-15,Malaria,4,169,91,58,10,10,12,2,2,1,1,1,2,7,1,2,2,1,7,5,9,26,11,50,97,62,2,1,44,11,9,31,21,49,129,55,8,2,2,0,High
2024-08-16,Malaria,4,157,89,55,7,6,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,23,10,47,92,58,2,1,42,10,8,22,19,49,94,61,9,2,1,0,High
2024-08-17,Malaria,4,163,75,72,4,12,11,2,3,1,1,1,2,6,1,2,2,1,7,5,10,30,13,62,116,73,3,1,39,12,10,30,22,81,139,103,9,2,0,0,High
2024-08-18,Malaria,4,155,74,56,6,19,11,2,2,2,1,1,2,6,1,2,2,1,7,6,8,27,11,48,92,59,3,1,36,12,4,32,23,56,86,71,11,2,2,0,High
2024-08-19,Malaria,4,167,92,60,6,9,9,2,2,1,1,1,2,6,1,2,2,1,5,4,8,26,11,51,100,62,2,1,45,10,8,22,23,67,108,89,8,2,1,0,High
2024-08-20,Malaria,4,165,89,60,10,6,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,11,51,99,62,2,1,48,11,8,26,18,51,98,50,8,2,2,0,High
2024-08-21,Malaria,4,170,100,55,7,8,10,2,2,1,1,1,2,7,1,2,2,1,6,4,8,24,10,47,93,59,2,1,36,8,5,27,19,62,95,56,9,2,2,0,High
2024-08-22,Malaria,4,170,83,68,10,9,12,2,2,1,1,1,2,7,1,2,2,1,7,5,10,29,13,58,111,71,3,1,47,12,9,24,24,54,113,84,9,2,3,0,High
2024-08-23,Malaria,4,168,93,60,9,6,10,2,2,1,1,1,2,6,1,2,2,1,6,4,8,26,11,51,100,62,2,1,28,14,10,28,20,68,91,56,7,2,2,0,High
2024-08-24,Malaria,4,170,87,58,5,20,11,2,2,2,1,1,2,7,1,2,2,1,7,6,9,28,11,50,96,62,3,1,47,11,5,31,16,64,111,49,6,2,2,0,High
2024-08-25,Malaria,4,157,75,65,5,12,11,2,2,1,1,1,2,6,1,2,2,1,7,5,9,28,12,56,105,67,3,1,45,12,8,36,22,52,99,86,6,2,3,0,High
2024-08-26,Dengue,5,198,109,76,5,8,12,2,3,1,1,1,3,8,1,2,2,1,7,4,11,31,14,65,125,87,3,1,32,11,8,31,28,81,152,97,11,2,1,0,High
2024-08-27,Dengue,5,200,100,82,10,8,13,2,3,1,1,1,3,8,1,2,2,1,8,5,12,34,15,70,133,93,3,1,36,13,10,35,30,59,124,96,11,2,3,0,High
2024-08-28,Dengue,5,212,112,79,7,14,14,3,3,1,1,1,3,8,1,2,2,1,8,6,12,34,15,68,130,90,3,1,45,11,7,34,27,86,160,77,9,2,2,0,High
2024-08-29,Dengue,5,203,96,89,10,8,12,2,3,1,1,1,3,8,1,2,2,1,7,4,12,37,17,76,144,100,3,1,41,13,8,38,23,78,155,144,9,2,1,0,High
2024-08-30,Dengue,5,188,97,79,5,7,11,2,3,1,1,1,3,7,1,2,2,1,7,4,11,31,15,68,129,89,3,1,42,11,3,39,24,74,148,121,8,2,1,0,High
2024-08-31,Dengue,5,188,86,87,4,11,13,2,3,1,1,1,3,7,1,2,2,1,8,5,13,35,16,74,140,97,3,1,43,12,8,34,27,92,164,106,8,2,2,0,High
2024-09-01,Dengue,5,171,80,75,5,11,12,2,3,1,1,1,2,7,1,2,2,1,7,5,11,31,14,64,121,84,3,1,39,11,10,40,22,69,156,68,6,2,2,0,High
2024-09-02,Dengue,5,194,104,78,7,5,11,2,3,1,1,1,3,7,1,2,2,1,7,4,11,31,15,67,128,88,3,1,45,11,6,31,29,70,136,96,9,1,1,0,High
2024-09-03,Dengue,5,206,107,83,11,5,13,2,3,1,1,1,3,8,1,2,2,1,8,4,12,34,15,71,136,94,3,1,42,11,10,35,28,78,136,85,9,2,2,0,High
2024-09-04,Dengue,5,209,109,81,6,13,12,2,3,1,1,1,3,8,1,2,2,1,7,5,12,34,15,69,133,92,3,1,39,13,8,34,26,67,177,133,12,2,2,0,High
2024-09-05,Dengue,5,210,103,86,11,10,14,2,3,1,1,1,3,8,1,2,2,1,8,5,13,36,16,74,140,97,3,1,42,14,6,43,27,79,153,91,10,1,2,0,High
2024-09-06,Dengue,5,184,92,83,5,4,11,2,3,1,1,1,3,7,1,2,2,1,7,4,12,32,15,71,134,93,3,1,56,11,10,34,21,59,126,92,9,2,4,0,High
2024-09-07,Dengue,5,185,87,81,6,11,12,2,3,1,1,1,3,7,1,2,2,1,7,5,12,34,15,69,131,91,3,1,50,11,12,37,29,59,135,92,11,2,1,0,High
2024-09-08,Dengue,5,184,85,81,5,13,14,2,3,1,1,1,3,7,1,2,2,1,8,6,12,34,15,69,130,91,3,1,48,12,7,38,22,76,144,105,9,2,1,0,High
2024-09-09,Dengue,5,197,109,74,6,8,12,2,3,1,1,1,3,8,1,2,2,1,7,4,11,30,14,63,122,85,3,1,47,11,8,27,23,59,142,94,9,2,3,0,High
2024-09-10,Dengue,5,200,108,76,8,8,13,2,3,1,1,1,3,8,1,2,2,1,8,5,12,31,14,65,125,87,3,1,45,11,6,27,27,62,128,82,8,2,4,0,High
2024-09-11,Dengue,5,208,105,86,5,12,13,2,3,1,1,1,3,8,1,2,2,1,8,5,13,35,16,74,140,97,3,1,40,11,8,32,31,75,174,134,8,2,2,0,High
2024-09-12,Dengue,5,191,92,83,10,6,11,2,3,1,1,1,3,7,1,2,2,1,7,4,12,34,15,71,134,93,3,1,42,14,8,37,20,53,147,83,10,2,3,0,High
2024-09-13,Dengue,5,184,95,75,5,9,12,2,3,1,1,1,3,7,1,2,2,1,7,5,11,31,14,64,122,85,3,1,46,13,7,33,20,84,150,83,9,3,2,0,High
2024-09-14,Dengue,5,183,88,77,6,12,12,2,3,1,1,1,3,7,1,2,2,1,7,5,11,33,14,66,125,87,3,1,42,11,6,44,22,71,127,114,6,2,1,0,High
2024-09-15,Dengue,5,186,82,90,3,11,13,2,3,1,1,1,3,7,1,2,2,1,8,5,13,36,17,77,144,100,3,1,42,11,6,41,25,69,168,114,10,2,2,0,High
2024-09-16,Dengue,5,188,99,75,6,8,11,2,3,1,1,1,3,7,1,2,2,1,7,4,11,31,14,64,123,85,3,1,45,12,7,33,23,85,167,71,9,2,2,0,High
2024-09-17,Dengue,5,198,98,84,11,5,12,2,3,1,1,1,3,8,1,2,2,1,7,4,12,34,16,72,136,95,3,1,42,15,7,34,30,66,126,100,8,2,3,0,High
2024-09-18,Dengue,5,221,116,85,4,16,15,3,3,1,1,1,3,8,1,2,2,1,9,6,13,36,16,73,140,96,3,1,49,11,8,37,21,61,176,127,9,2,2,0,High
2024-09-19,Dengue,5,200,99,82,12,7,14,2,3,1,1,1,3,8,1,2,2,1,8,5,13,34,15,70,133,93,3,1,37,11,10,36,24,52,182,84,12,2,3,0,High
2024-09-20,Dengue,5,188,97,78,6,7,10,2,3,1,1,1,3,7,1,2,2,1,6,4,11,31,15,67,127,88,3,1,40,11,8,34,24,51,131,92,7,2,2,0,High
2024-09-21,Dengue,5,183,89,76,5,13,12,2,3,1,1,1,3,7,1,2,2,1,7,5,11,32,14,65,123,86,3,1,40,11,7,42,21,66,155,100,9,2,1,0,High
2024-09-22,Dengue,5,174,85,77,4,8,12,2,3,1,1,1,2,7,1,2,2,1,7,4,11,31,14,66,124,86,3,1,47,11,6,29,19,53,147,85,9,2,4,0,High
2024-09-23,Dengue,5,195,101,80,5,9,11,2,3,1,1,1,3,7,1,2,2,1,7,4,11,32,15,68,131,90,3,1,32,11,9,40,27,71,171,122,9,2,1,0,High
2024-09-24,Dengue,5,197,103,79,10,5,12,2,3,1,1,1,3,8,1,2,2,1,7,4,12,32,15,68,129,90,3,1,34,11,9,27,25,58,150,122,10,2,3,0,High
2024-09-25,None,0,138,96,23,7,12,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,14,5,11,45,19,2,1,47,10,7,16,15,9,43,17,7,2,3,0,High
2024-09-26,None,0,130,89,23,10,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,13,5,11,44,19,1,1,40,13,7,15,13,9,53,27,9,2,1,0,Watch
2024-09-27,None,0,113,80,21,5,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,10,40,18,1,1,46,11,8,13,11,13,50,15,9,1,1,0,Watch
2024-09-28,None,0,121,74,32,5,10,8,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,6,15,56,23,2,1,45,12,8,15,15,12,73,21,5,2,3,0,High
2024-09-29,None,0,117,73,27,4,13,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,15,5,13,48,21,2,1,44,12,8,16,14,16,51,19,6,2,1,0,Watch
2024-09-30,None,0,124,90,23,6,5,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,5,11,44,19,1,1,45,10,9,15,13,8,40,18,4,2,3,0,High
2024-10-01,None,0,125,95,14,10,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,7,31,14,1,1,42,10,11,9,12,7,28,16,11,2,2,0,Watch
2024-10-02,None,0,133,102,8,7,16,8,2,1,1,1,1,2,5,1,1,2,1,5,4,2,10,2,4,23,11,1,1,40,14,8,8,10,5,28,14,10,2,1,0,Watch
2024-10-03,None,0,121,88,14,11,8,5,2,1,1,1,1,2,5,1,1,2,1,3,3,2,11,3,7,30,14,1,1,45,11,7,12,10,6,28,13,9,1,3,0,High
2024-10-04,None,0,115,86,15,7,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,7,32,15,1,1,35,12,5,8,12,8,36,15,10,2,1,0,Watch
2024-10-05,None,0,105,76,12,6,11,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,3,6,26,12,1,1,38,13,8,11,11,6,24,10,9,2,2,0,Watch
2024-10-06,None,0,113,78,11,6,18,7,2,1,1,1,1,2,5,1,1,1,1,4,4,2,11,2,5,25,13,1,1,37,11,8,10,10,5,24,17,9,2,2,0,Watch
2024-10-07,None,0,118,91,15,5,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,32,15,1,1,42,10,8,10,11,5,31,19,9,2,2,0,Watch
2024-10-08,None,0,123,90,16,10,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,33,15,1,1,41,11,2,10,10,6,43,15,9,2,3,0,High
2024-10-09,None,0,146,104,17,6,19,9,2,1,2,1,1,2,6,1,1,2,1,5,5,3,14,4,8,36,17,2,1,48,14,8,13,13,9,47,22,9,1,1,0,Watch
2024-10-10,None,0,111,81,16,11,3,6,2,1,1,1,1,2,4,1,1,1,1,4,2,2,10,3,8,33,14,1,1,47,11,9,10,11,7,44,13,10,2,2,0,Watch
2024-10-11,None,0,115,86,17,5,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,8,35,16,1,1,39,15,8,11,11,6,38,17,10,2,1,0,Watch
2024-10-12,None,0,123,80,16,7,20,11,2,1,2,1,1,2,5,1,1,2,1,7,6,3,14,3,8,32,15,2,1,34,12,8,13,12,10,44,14,9,2,2,0,Watch
2024-10-13,None,0,97,69,13,5,10,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,9,3,6,27,13,1,1,40,11,9,10,11,5,32,11,8,2,2,0,Watch
2024-10-14,None,0,120,92,15,5,8,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,32,15,1,1,42,11,8,11,11,8,29,18,10,2,1,0,Watch
2024-10-15,None,0,121,88,14,12,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,7,30,14,1,1,42,7,9,12,11,8,38,15,11,2,0,0,Normal
2024-10-16,None,0,132,101,14,5,12,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,10,3,7,32,14,1,1,49,12,8,8,11,7,41,18,7,2,1,0,Watch
2024-10-17,None,0,118,88,12,10,8,7,2,1,1,1,1,2,5,1,1,1,1,4,3,2,10,3,6,27,13,1,1,38,14,9,12,10,5,28,17,8,2,1,0,Watch
2024-10-18,None,0,112,85,16,5,6,5,2,1,1,1,1,2,4,1,1,1,1,3,2,2,9,3,8,33,14,1,1,41,11,8,11,10,10,42,17,9,2,0,0,Normal
2024-10-19,None,0,106,75,16,6,9,8,2,1,1,1,1,2,4,1,1,1,1,5,4,3,10,3,8,32,14,1,1,43,9,8,11,11,7,31,16,8,2,2,0,Watch
2024-10-20,None,0,97,69,11,5,12,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,2,5,24,12,1,1,47,10,5,10,10,5,24,15,9,2,0,0,Normal
2024-10-21,None,0,120,94,16,4,6,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,8,34,15,1,1,41,11,8,8,10,7,40,17,9,2,2,0,Watch
2024-10-22,None,0,123,91,15,9,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,10,3,7,32,15,1,1,41,10,7,11,10,6,38,18,12,2,1,0,Watch
2024-10-23,None,0,150,107,18,5,20,8,2,1,2,1,1,2,6,1,1,2,1,5,5,3,14,4,9,38,17,2,1,38,13,8,16,13,9,52,18,9,2,0,0,Normal
2024-10-24,None,0,133,92,12,11,18,9,2,1,1,1,1,2,5,1,1,2,1,5,5,3,13,3,6,28,13,2,1,39,11,8,14,11,4,34,17,11,2,1,0,Watch
2024-10-25,None,0,120,88,18,7,7,8,2,1,1,1,1,2,5,1,1,1,1,5,3,3,11,4,9,36,16,1,1,38,13,4,9,11,7,40,20,9,2,2,0,Watch
2024-10-26,None,0,98,73,11,5,9,4,2,1,1,1,1,2,4,1,1,1,1,3,3,2,8,2,5,24,12,1,1,39,11,9,9,9,4,25,16,10,2,1,0,Watch
2024-10-27,None,0,98,71,11,5,11,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,9,2,5,24,12,1,1,38,14,4,9,10,5,33,13,9,2,0,0,Normal
2024-10-28,None,0,128,95,19,7,7,5,2,1,1,1,1,2,5,1,1,2,1,3,3,2,11,4,9,38,17,1,1,34,14,9,12,11,11,45,15,10,2,1,0,Watch
2024-10-29,None,0,116,91,12,9,4,6,2,1,1,1,1,2,5,1,1,1,1,4,2,2,8,3,6,28,13,1,1,37,13,8,9,12,5,30,18,10,2,1,0,Watch
2024-10-30,None,0,132,97,15,6,14,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,7,33,15,1,1,42,11,8,13,11,8,29,14,10,2,2,0,Watch
2024-10-31,None,0,119,82,19,11,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,9,37,17,1,1,47,10,8,16,13,7,42,23,11,1,1,0,Watch
2024-11-01,None,0,110,85,14,4,7,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,8,3,7,30,13,1,1,42,13,9,8,11,7,39,12,9,2,1,0,Watch
2024-11-02,None,0,106,75,19,4,8,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,4,9,36,16,1,1,44,11,9,14,13,7,33,14,9,2,3,0,High
2024-11-03,None,0,96,71,10,5,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,8,2,5,23,11,1,1,49,9,9,10,10,5,31,9,4,2,1,0,Watch
2024-11-04,None,0,135,96,13,7,19,9,2,1,2,1,1,2,5,1,1,2,1,5,5,3,12,3,6,30,14,2,1,37,11,7,16,10,5,35,19,9,2,1,0,Watch
2024-11-05,None,0,145,98,16,12,19,12,2,1,2,1,1,2,6,1,1,2,1,7,6,4,15,3,8,34,16,2,1,37,13,8,16,10,8,37,18,10,2,0,0,Normal
2024-11-06,None,0,135,100,17,5,13,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,8,36,16,1,1,47,14,5,10,12,8,34,21,5,2,2,0,Watch
2024-11-07,None,0,119,91,15,8,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,32,15,1,1,41,11,12,7,10,7,30,15,10,2,2,0,Watch
2024-11-08,None,0,114,84,16,5,9,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,10,3,8,33,15,1,1,39,11,8,8,10,7,45,18,10,2,2,0,Watch
2024-11-09,None,0,102,70,16,6,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,2,11,3,8,31,14,1,1,49,12,8,13,11,7,38,14,7,3,1,0,Watch
2024-11-10,None,0,101,71,14,4,12,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,10,3,7,29,13,1,1,42,13,8,11,11,9,28,13,9,2,1,0,Watch
2024-11-11,None,0,130,94,12,5,19,8,2,1,2,1,1,2,5,1,1,2,1,5,5,3,12,3,6,28,13,2,1,44,11,7,12,11,6,37,15,7,2,0,0,Normal
2024-11-12,None,0,126,95,16,11,4,6,2,1,1,1,1,2,5,1,1,2,1,4,2,2,10,3,8,34,15,1,1,43,12,7,10,11,6,40,18,8,2,1,0,Watch
2024-11-13,None,0,128,100,16,4,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,9,3,8,34,15,1,1,41,10,9,10,11,10,38,12,9,2,1,0,Watch
2024-11-14,None,0,117,89,10,10,8,7,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,2,5,24,12,1,1,47,9,6,9,10,5,31,11,8,2,1,0,Watch
2024-11-15,None,0,111,80,20,4,7,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,4,9,38,16,1,1,48,11,7,10,12,8,35,20,7,2,3,0,High
2024-11-16,None,0,106,80,10,6,10,7,2,1,1,1,1,2,4,1,1,1,1,4,3,2,8,2,5,23,11,1,1,44,11,4,7,9,5,23,15,10,2,1,0,Watch
2024-11-17,None,0,93,63,15,5,10,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,10,3,7,29,14,1,1,45,9,8,13,11,8,37,12,10,2,1,0,Watch
2024-11-18,None,0,122,93,15,6,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,7,32,15,1,1,32,12,11,9,12,8,43,18,11,2,1,0,Watch
2024-11-19,None,0,133,95,20,11,7,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,40,17,1,1,40,12,8,15,13,6,38,17,8,2,2,0,Watch
2024-11-20,None,0,132,98,16,6,12,8,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,8,34,15,1,1,42,12,8,9,11,9,35,13,8,2,2,0,Watch
2024-11-21,None,0,117,87,13,10,7,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,3,6,29,14,1,1,48,12,10,13,10,6,28,17,11,2,1,0,Watch
2024-11-22,None,0,109,81,16,6,6,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,9,3,8,33,14,1,1,45,15,5,10,11,10,41,18,9,2,0,0,Normal
2024-11-23,None,0,108,77,17,4,10,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,4,8,34,15,1,1,42,11,8,12,12,10,36,14,12,2,1,0,Watch
2024-11-24,None,0,102,75,10,5,12,5,2,1,1,1,1,2,4,1,1,1,1,3,3,2,9,2,5,23,11,1,1,40,12,10,8,10,5,26,11,10,2,1,0,Watch
2024-11-25,None,0,124,98,14,4,8,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,9,3,7,31,14,1,1,44,12,8,9,12,8,43,16,9,2,0,0,Normal
2024-11-26,None,0,117,84,16,9,8,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,3,8,33,15,1,1,42,11,12,11,12,6,30,18,9,2,2,0,Watch
2024-11-27,None,0,133,100,13,6,14,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,11,3,6,30,14,1,1,38,11,6,11,10,7,32,17,8,2,0,0,Normal
2024-11-28,None,0,120,87,18,11,4,6,2,1,1,1,1,2,5,1,1,1,1,4,2,3,11,4,9,36,16,1,1,45,11,7,14,13,10,42,19,12,2,0,0,Normal
2024-11-29,None,0,117,86,17,6,8,8,2,1,1,1,1,2,5,1,1,1,1,5,3,3,10,4,8,35,16,1,1,49,13,10,12,12,7,38,20,9,3,1,0,Watch
2024-11-30,None,0,110,81,16,5,8,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,3,8,33,14,1,1,45,12,6,11,12,8,41,13,11,2,1,0,Watch
2024-12-01,None,0,108,78,17,4,9,6,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,4,8,34,15,1,1,45,15,11,10,12,8,34,14,9,2,1,0,Watch
2024-12-02,None,0,122,92,15,6,9,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,10,3,7,32,15,1,1,47,8,10,12,10,7,31,21,9,2,1,0,Watch
2024-12-03,None,0,127,93,20,10,4,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,9,40,17,1,1,45,11,5,13,12,7,38,16,8,2,3,0,High
2024-12-04,Mass_Casualty,4,201,106,12,6,77,21,2,1,5,1,1,3,8,1,1,2,4,12,15,8,29,3,6,29,22,4,3,42,9,8,33,11,5,32,26,11,1,3,0,High
2024-12-05,None,0,125,89,14,14,8,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,30,14,1,1,43,9,10,12,11,5,39,19,5,2,1,0,Watch
2024-12-06,None,0,118,88,17,8,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,10,4,8,35,16,1,1,45,9,9,13,13,8,45,20,4,2,0,0,Normal
2024-12-07,None,0,105,73,15,5,12,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,11,3,7,30,14,1,1,42,7,9,10,11,6,31,11,9,2,3,0,High
2024-12-08,None,0,103,67,13,7,16,7,2,1,1,1,1,2,4,1,1,1,1,4,4,3,12,3,6,27,13,1,1,46,11,5,12,10,8,32,17,8,2,0,0,Normal
2024-12-09,None,0,121,95,15,5,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,2,9,3,7,32,15,1,1,43,13,11,11,11,6,31,19,9,2,2,0,Watch
2024-12-10,None,0,121,93,12,10,6,7,2,1,1,1,1,2,5,1,1,2,1,4,3,2,9,3,6,28,13,1,1,37,9,8,10,12,4,26,10,8,2,3,0,High
2024-12-11,None,0,136,98,18,7,13,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,37,16,1,1,54,11,5,14,12,10,38,17,8,2,0,0,Normal
2024-12-12,None,0,120,87,16,12,5,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,11,3,8,33,15,1,1,41,10,10,11,11,6,43,19,9,2,1,0,Watch
2024-12-13,None,0,121,88,16,8,9,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,8,33,15,1,1,43,14,8,13,10,7,45,21,8,2,1,0,Watch
2024-12-14,None,0,120,79,22,7,12,7,2,1,1,1,1,2,5,1,1,1,1,4,4,3,14,4,10,41,18,2,1,34,12,6,12,13,8,42,16,10,2,3,0,High
2024-12-15,None,0,112,78,17,7,10,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,11,4,8,34,15,1,1,42,11,8,11,11,8,47,19,8,1,0,0,Normal
2024-12-16,None,0,116,94,11,6,5,5,2,1,1,1,1,2,5,1,1,1,1,3,2,2,7,2,5,26,13,1,1,48,9,8,8,10,4,25,17,8,2,2,0,Watch
2024-12-17,None,0,134,95,19,11,9,9,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,38,17,1,1,41,12,8,13,11,7,43,19,3,2,1,0,Watch
2024-12-18,None,0,144,106,20,7,11,7,2,1,1,1,1,2,6,1,1,2,1,4,4,3,13,4,9,41,18,1,1,40,9,8,13,13,9,45,19,9,2,0,0,Normal
2024-12-19,None,0,119,85,19,9,6,6,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,9,37,17,1,1,34,11,8,14,13,8,45,23,12,2,1,0,Watch
2024-12-20,None,0,111,86,15,7,3,6,2,1,1,1,1,2,4,1,1,1,1,4,2,2,8,3,7,32,14,1,1,35,10,9,10,11,7,38,17,8,2,0,0,Normal
2024-12-21,None,0,115,79,17,6,13,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,12,4,8,34,16,1,1,36,8,14,15,12,8,40,17,7,2,0,0,Normal
2024-12-22,None,0,106,69,19,7,11,9,2,1,1,1,1,2,4,1,1,1,1,5,4,3,12,4,9,36,16,1,1,33,8,7,15,12,9,43,17,9,2,0,0,Normal
2024-12-23,None,0,126,96,17,6,7,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,4,8,36,16,1,1,43,9,9,11,13,8,44,21,9,2,0,0,Normal
2024-12-24,None,0,132,95,20,10,7,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,9,40,17,1,1,38,14,8,15,13,8,40,24,10,2,1,0,Watch
2024-12-25,None,0,137,97,18,8,14,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,13,4,9,37,16,2,1,43,11,7,13,13,10,44,22,6,2,0,0,Normal
2024-12-26,None,0,123,91,15,11,6,8,2,1,1,1,1,2,5,1,1,2,1,5,3,3,10,3,7,32,15,1,1,34,11,6,8,12,8,31,13,8,2,3,0,High
2024-12-27,None,0,117,87,14,9,7,9,2,1,1,1,1,2,5,1,1,1,1,5,4,3,10,3,7,30,14,1,1,43,12,7,10,11,7,31,20,9,2,0,0,Normal
2024-12-28,None,0,106,75,15,7,9,7,2,1,1,1,1,2,4,1,1,1,1,4,3,3,10,3,7,30,14,1,1,41,11,7,10,11,8,39,11,9,3,1,0,Watch
2024-12-29,None,0,113,79,17,7,10,7,2,1,1,1,1,2,5,1,1,1,1,4,3,3,11,4,8,34,16,1,1,35,11,8,11,13,6,32,15,9,2,3,0,High
2024-12-30,None,0,120,93,13,7,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,6,29,14,1,1,41,11,10,8,11,6,28,14,9,2,2,0,Watch
2024-12-31,None,0,128,94,15,11,8,7,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,3,7,32,15,1,1,41,14,8,10,12,5,44,14,7,2,3,0,High
2025-01-01,None,0,128,96,14,6,12,7,2,1,1,1,1,2,5,1,1,2,1,4,4,3,10,3,7,31,14,1,1,35,11,8,10,11,7,37,12,8,2,1,0,Watch
2025-01-02,None,0,124,89,17,12,6,6,2,1,1,1,1,2,5,1,1,2,1,4,3,3,11,4,8,35,16,1,1,37,9,8,11,13,9,40,16,8,2,0,0,Normal
2025-01-03,None,0,114,88,14,5,7,6,2,1,1,1,1,2,5,1,1,1,1,4,3,2,9,3,7,30,14,1,1,43,12,8,10,11,5,39,16,8,2,1,0,Watch
2025-01-04,None,0,114,81,14,7,12,8,2,1,1,1,1,2,5,1,1,1,1,5,4,3,11,3,7,30,14,1,1,39,11,8,10,10,6,36,12,9,2,3,0,High
