date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,emergency_scenario_type,emergency_scenario_severity_0_5,vector_borne_cases,respiratory_cases,gastrointestinal_cases,other_fever_cases,severe_respiratory_cases,pediatric_cases,antenatal_cases,obstetric_emergency_cases,immunization_visits,oxygen_support_cases,required_oxygen_cylinders,available_oxygen_cylinders,oxygen_shortage_units,oxygen_shortage_flag,total_general_beds,occupied_general_beds,expected_general_discharges,out_of_service_general_beds,available_general_beds,projected_general_occupancy,overflow_general_patients,required_general_beds,total_emergency_beds,occupied_emergency_beds,expected_emergency_discharges,out_of_service_emergency_beds,available_emergency_beds,projected_emergency_occupancy,overflow_emergency_patients,required_emergency_beds,total_isolation_beds,occupied_isolation_beds,expected_isolation_discharges,out_of_service_isolation_beds,available_isolation_beds,projected_isolation_occupancy,overflow_isolation_patients,required_isolation_beds,overflow_patients,opening_stock_iv_fluids,received_iv_fluids,used_iv_fluids,expired_iv_fluids,closing_stock_iv_fluids,required_iv_fluids,iv_fluids_shortage_units,iv_fluids_reorder_flag,opening_stock_ors,received_ors,used_ors,expired_ors,closing_stock_ors,required_ors,ors_shortage_units,ors_reorder_flag,opening_stock_diagnostic_test_kits,received_diagnostic_test_kits,used_diagnostic_test_kits,expired_diagnostic_test_kits,closing_stock_diagnostic_test_kits,required_diagnostic_test_kits,diagnostic_test_kits_shortage_units,diagnostic_test_kits_reorder_flag,opening_stock_antipyretics,received_antipyretics,used_antipyretics,expired_antipyretics,closing_stock_antipyretics,required_antipyretics,antipyretics_shortage_units,antipyretics_reorder_flag,opening_stock_ppe_kits,received_ppe_kits,used_ppe_kits,expired_ppe_kits,closing_stock_ppe_kits,required_ppe_kits,ppe_kits_shortage_units,ppe_kits_reorder_flag,minimum_obgyn_coverage,required_obgyn_duty_hours,obgyn_on_call_required,obgyn_shortage_flag,minimum_pediatrician_coverage,required_pediatrician_duty_hours,pediatrician_on_call_required,pediatrician_shortage_flag,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_ambulances,available_ambulances,ambulance_shortage_units,ambulance_shortage_flag,resource_shortage_count,emergency_risk_level
2024-03-24,Sunday,7,12,3,Summer,1,0,1,0,0,0,3,0.0,25.8,16.5,53.1,,0,0,0,90,20,9,19,10,138,113.0,123.0,111.0,130.71,17.39,133.0,132.43,Road_Accident_Surge,3,7,4,5,4,0,3,3,2,1,1,3,7,0,0,28,18,6,1,9,18,0,18,10,3,1,1,6,3,0,3,28,11,1,1,16,11,0,11,0,428,0,16,1,411,16,0,0,126,0,6,0,120,6,0,0,382,0,13,0,369,13,0,0,604,0,23,1,580,23,0,0,455,0,8,0,447,8,0,0,2,20,1,1,1,8,0,0,2,1,3,1,2,2,6,1,1,1,2,3,2,1,1,2,Watch
2024-03-25,Monday,1,13,3,Summer,0,0,0,0,0,0,0,0.0,26.9,17.4,50.3,,0,0,0,97,13,9,3,6,122,138.0,113.0,136.0,134.57,15.48,129.0,132.79,None,0,2,4,3,4,1,3,3,2,1,1,3,8,0,0,28,21,3,0,7,21,0,21,10,2,1,0,8,2,0,2,28,10,1,2,16,10,0,10,0,411,0,10,1,400,10,0,0,120,0,4,0,116,4,0,0,369,0,10,0,359,10,0,0,580,0,18,1,561,18,0,0,447,0,3,0,444,3,0,0,2,20,1,1,1,8,0,0,3,1,1,1,2,2,6,1,1,1,1,1,4,0,0,1,Watch
2024-03-26,Tuesday,2,13,3,Summer,0,0,0,0,0,1,0,0.0,29.6,20.1,50.9,,0,0,0,100,17,14,7,9,138,122.0,138.0,131.0,132.57,16.06,139.0,132.29,None,0,5,6,4,2,2,5,3,1,5,3,5,6,0,0,28,21,7,2,5,21,0,21,10,2,0,0,8,2,0,2,28,10,2,0,18,10,0,10,0,400,0,15,1,384,15,0,0,116,0,5,0,111,5,0,0,359,0,12,0,347,12,0,0,561,0,22,1,538,22,0,0,444,0,9,0,435,9,0,0,2,20,1,1,1,8,1,0,3,1,1,1,2,2,6,2,1,1,1,1,3,0,0,1,Watch
2024-03-27,Wednesday,3,13,3,Summer,0,0,0,1,0,0,1,0.0,28.1,19.8,50.2,,0,0,0,109,16,9,11,7,145,138.0,122.0,167.0,133.57,16.15,149.0,132.21,None,0,5,7,3,1,1,4,3,0,2,2,4,4,0,0,28,22,4,1,5,22,0,22,10,2,1,2,6,2,0,2,28,10,1,3,15,10,0,10,0,384,0,12,1,371,12,0,0,111,0,4,0,107,4,0,0,347,0,12,0,335,12,0,0,538,0,22,1,515,22,0,0,435,0,6,0,429,6,0,0,2,8,0,0,1,8,1,0,3,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2024-03-28,Thursday,4,13,3,Summer,0,0,0,0,0,1,0,0.0,27.8,19.9,53.4,,0,0,0,100,14,13,5,7,132,145.0,138.0,134.0,130.43,10.49,126.0,131.93,None,0,4,6,2,2,2,10,3,0,0,2,4,8,0,0,28,24,3,2,2,24,0,24,10,4,0,2,4,4,0,4,28,6,4,2,20,6,0,6,0,371,0,11,1,359,11,0,0,357,250,3,1,353,3,0,0,335,0,11,0,324,11,0,0,515,0,19,1,495,19,0,0,429,0,5,0,424,5,0,0,2,16,1,1,1,20,1,1,3,1,1,2,2,2,6,2,1,1,1,1,3,0,0,2,Watch
2024-03-29,Friday,5,13,3,Summer,0,0,1,0,0,0,1,0.0,28.2,19.5,47.1,,0,0,0,106,19,8,14,9,147,132.0,145.0,123.0,130.14,10.41,124.0,132.36,None,0,8,2,7,2,0,6,1,1,0,1,3,6,0,0,28,24,4,2,2,24,0,24,10,6,2,2,2,6,0,6,28,7,0,2,19,7,0,7,0,359,0,16,1,342,16,0,0,353,0,8,1,344,8,0,0,324,0,14,0,310,14,0,0,495,0,24,1,470,24,0,0,424,0,3,0,421,3,0,0,2,12,1,0,1,20,1,1,3,1,2,2,1,2,7,1,1,1,2,2,3,0,0,1,Watch
2024-03-30,Saturday,6,13,3,Summer,1,0,0,0,0,0,0,0.0,28.1,19.6,47.6,,0,0,0,81,18,9,11,6,119,147.0,132.0,113.0,133.57,11.4,139.0,134.0,None,0,7,3,6,2,0,7,1,1,0,1,3,4,0,0,28,22,4,2,4,22,0,22,10,9,0,0,1,9,0,9,28,7,1,2,19,7,0,7,0,342,0,12,1,329,12,0,0,344,0,7,1,336,7,0,0,310,0,12,0,298,12,0,0,470,0,21,1,448,21,0,0,421,0,4,0,417,4,0,0,2,12,1,0,1,20,1,1,2,1,1,2,1,2,7,1,1,1,1,1,3,0,0,1,Watch
2024-03-31,Sunday,7,13,3,Summer,1,0,0,0,1,0,0,0.0,31.4,23.7,45.3,,0,0,0,82,19,12,13,9,126,119.0,147.0,138.0,134.43,9.96,111.0,132.57,None,0,8,4,6,1,0,6,2,1,3,1,3,4,0,0,28,12,12,0,16,12,0,12,10,6,5,2,2,6,0,6,28,11,1,0,17,11,0,11,0,329,0,15,1,313,15,0,0,336,0,7,1,328,7,0,0,298,0,12,0,286,12,0,0,448,0,22,1,425,22,0,0,417,0,12,0,405,12,0,0,2,12,1,0,1,20,1,1,2,1,2,2,1,2,6,2,1,1,1,1,4,0,0,1,Watch
2024-04-01,Monday,1,14,4,Summer,0,0,0,0,0,0,0,0.0,27.9,21.6,46.9,,0,0,0,106,14,8,7,6,135,126.0,119.0,122.0,132.71,10.22,136.0,133.64,None,0,2,5,4,3,0,2,6,0,0,1,3,5,0,0,28,15,2,2,11,15,0,15,10,2,4,1,7,2,0,2,28,8,4,0,20,8,0,8,0,313,0,10,1,302,10,0,0,328,0,5,1,322,5,0,0,286,0,11,0,275,11,0,0,425,0,20,1,404,20,0,0,405,0,4,0,401,4,0,0,2,8,0,0,1,8,0,0,3,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2024-04-02,Tuesday,2,14,4,Summer,0,0,0,0,0,1,0,0.0,29.2,20.3,53.3,,0,0,0,100,17,15,5,8,137,135.0,126.0,138.0,134.57,9.24,131.0,133.57,None,0,8,2,5,2,1,4,8,0,3,1,3,5,0,0,28,16,3,2,10,16,0,16,10,3,1,0,7,3,0,3,28,10,0,2,16,10,0,10,0,302,0,14,1,287,14,0,0,322,0,6,1,315,6,0,0,275,0,13,0,262,13,0,0,404,0,22,1,381,22,0,1,401,0,6,0,395,6,0,0,2,16,1,1,1,8,1,0,3,1,1,1,2,2,6,2,1,1,1,1,3,0,0,1,Watch
2024-04-03,Wednesday,3,14,4,Summer,0,0,0,1,0,0,1,0.0,29.5,20.1,46.1,,0,0,0,104,18,8,11,7,141,137.0,135.0,145.0,134.43,9.19,167.0,134.0,None,0,6,5,4,3,1,4,2,1,1,2,4,6,0,0,28,20,2,2,6,20,0,20,10,1,3,1,8,1,0,1,28,9,1,2,17,9,0,9,0,287,0,12,1,274,12,0,0,315,0,5,1,309,5,0,0,262,0,13,0,249,13,0,0,381,0,23,1,357,23,0,0,395,0,3,0,392,3,0,0,2,12,1,0,1,8,1,0,3,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2024-04-04,Thursday,4,14,4,Summer,0,0,0,0,0,1,0,0.0,30.4,23.8,47.0,,0,0,0,95,17,14,9,9,135,141.0,137.0,132.0,133.86,8.63,134.0,132.14,None,0,9,4,3,1,0,7,2,3,2,1,3,6,0,0,28,21,3,0,7,21,0,21,10,3,0,0,7,3,0,3,28,10,2,2,16,10,0,10,0,274,0,14,1,259,14,0,0,309,0,4,1,304,4,0,0,249,0,12,0,237,12,0,0,357,0,21,1,335,21,0,0,392,0,8,0,384,8,0,0,2,20,1,1,1,20,1,1,2,1,1,2,2,2,6,2,1,1,1,1,4,0,0,2,Watch
2024-04-05,Friday,5,14,4,Summer,0,0,0,0,0,0,0,0.0,31.6,24.3,52.2,,0,0,0,94,20,9,7,7,130,135.0,141.0,147.0,134.29,8.6,123.0,132.21,None,0,12,1,2,5,0,4,4,1,0,0,2,8,0,0,28,19,6,2,7,19,0,19,10,3,0,1,6,3,0,3,28,11,2,2,15,11,0,11,0,259,0,12,0,247,12,0,0,304,0,4,1,299,4,0,0,237,0,14,0,223,14,0,0,335,0,24,1,310,24,0,0,384,0,6,0,378,6,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-06,Saturday,6,14,4,Summer,1,0,0,0,0,0,0,1.3,29.9,22.8,42.1,,0,0,0,85,18,10,13,9,126,130.0,135.0,119.0,131.86,6.9,113.0,132.71,None,0,6,5,2,5,0,3,5,0,2,1,3,8,0,0,28,22,2,2,4,22,0,22,10,3,1,1,6,3,0,3,28,10,4,0,18,10,0,10,0,247,0,14,0,233,14,0,0,299,0,4,1,294,4,0,0,223,0,12,0,211,12,0,0,310,0,21,1,288,21,0,0,378,0,8,0,370,8,0,0,2,8,1,0,1,8,0,0,2,1,2,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-07,Sunday,7,14,4,Summer,1,0,0,0,0,0,0,0.0,28.5,22.3,55.4,,0,0,0,75,20,9,13,9,117,126.0,130.0,126.0,132.86,5.28,138.0,133.64,None,0,7,5,6,2,1,4,2,0,3,2,4,7,0,0,28,20,6,2,6,20,0,20,10,3,1,0,7,3,0,3,28,10,4,2,16,10,0,10,0,233,0,16,0,217,16,0,0,294,0,7,1,286,7,0,0,211,0,12,0,199,12,0,1,988,700,22,2,964,22,0,0,370,0,11,0,359,11,0,0,2,8,0,0,1,8,1,0,2,1,2,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2024-04-08,Monday,1,15,4,Summer,0,0,0,0,0,0,0,0.0,31.5,24.2,43.7,,0,0,0,97,18,9,7,6,131,117.0,126.0,135.0,131.57,7.44,122.0,132.14,None,0,7,5,5,1,0,5,3,0,1,1,3,7,0,0,28,17,7,0,11,17,0,17,10,3,1,2,5,3,0,3,28,5,6,2,21,5,0,5,0,217,0,11,0,206,11,0,0,286,0,6,1,279,6,0,0,199,0,13,0,186,13,0,0,964,0,22,2,940,22,0,0,359,0,4,0,355,4,0,0,2,8,0,0,1,8,1,0,3,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-09,Tuesday,2,15,4,Summer,0,0,0,0,0,1,0,0.0,26.5,19.2,47.7,,0,0,0,96,19,12,10,8,137,131.0,117.0,137.0,131.0,7.31,138.0,132.79,None,0,8,5,4,2,2,4,6,1,1,2,4,8,0,0,28,18,3,2,8,18,0,18,10,3,1,1,6,3,0,3,28,7,1,0,21,7,0,7,0,206,0,14,0,192,14,0,1,279,0,6,1,272,6,0,0,186,0,13,0,173,13,0,0,940,0,23,2,915,23,0,0,355,0,10,0,345,10,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,2,1,1,1,1,3,0,0,0,Normal
2024-04-10,Wednesday,3,15,4,Summer,0,0,0,1,0,0,1,0.0,25.4,18.2,50.2,,0,0,0,106,15,10,14,9,145,137.0,131.0,141.0,131.0,7.31,145.0,132.71,None,0,1,6,8,0,0,2,6,0,2,1,3,5,0,0,28,19,1,0,9,19,0,19,10,1,2,1,8,1,0,1,28,12,2,0,16,12,0,12,0,192,0,15,0,177,15,0,0,272,0,9,1,262,9,0,0,173,0,11,0,162,11,0,0,915,0,20,2,893,20,0,0,345,0,17,0,328,17,0,0,2,8,1,0,1,8,0,0,3,1,2,1,1,2,6,1,1,1,2,2,3,0,0,0,Normal
2024-04-11,Thursday,4,15,4,Summer,0,0,0,0,0,1,0,0.0,30.2,23.5,47.0,,0,0,0,97,15,15,7,9,134,145.0,137.0,135.0,131.57,8.17,132.0,132.71,None,0,3,5,6,1,0,7,3,2,3,1,3,6,0,0,28,15,7,0,13,15,0,15,10,0,1,0,10,0,0,0,28,16,2,1,11,16,0,16,0,177,0,15,0,162,15,0,0,262,0,7,1,254,7,0,0,162,0,11,0,151,11,0,0,893,0,20,2,871,20,0,0,328,0,14,0,314,14,0,0,2,20,1,1,1,20,1,1,3,1,1,2,2,2,6,2,1,1,1,1,3,0,0,2,Watch
2024-04-12,Friday,5,15,4,Summer,0,0,0,0,0,0,0,0.0,31.0,20.7,47.8,,0,0,0,96,18,10,6,8,130,134.0,145.0,130.0,131.43,8.12,147.0,132.86,None,0,5,6,5,2,1,5,1,1,3,2,4,7,0,0,28,17,4,0,11,17,0,17,10,2,0,2,6,2,0,2,28,13,3,1,14,13,0,13,0,162,0,14,0,148,14,0,0,254,0,6,0,248,6,0,0,151,0,12,0,139,12,0,0,871,0,22,2,847,22,0,0,314,0,4,0,310,4,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2024-04-13,Saturday,6,15,4,Summer,1,0,0,0,0,0,0,0.1,31.3,21.8,46.4,,0,0,0,84,19,8,8,6,119,130.0,134.0,126.0,131.43,8.12,119.0,131.64,None,0,13,4,1,1,0,2,3,0,3,1,3,5,0,0,28,16,4,0,12,16,0,16,10,2,1,2,6,2,0,2,28,15,0,0,13,15,0,15,0,148,0,10,0,138,10,0,0,248,0,3,0,245,3,0,0,419,280,13,0,406,13,0,0,847,0,22,2,823,22,0,0,310,0,6,0,304,6,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-14,Sunday,7,15,4,Summer,1,0,0,0,0,0,0,0.0,31.2,22.4,42.4,,0,0,0,82,15,9,11,7,117,119.0,130.0,117.0,130.43,9.1,126.0,131.64,None,0,9,4,2,0,2,4,3,0,2,2,4,8,0,0,28,15,4,1,12,15,0,15,10,3,0,1,6,3,0,3,28,17,1,0,11,17,0,17,0,438,300,11,1,426,11,0,0,245,0,3,0,242,3,0,0,406,0,11,0,395,11,0,0,823,0,19,2,802,19,0,0,304,0,10,0,294,10,0,0,2,8,0,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-15,Monday,1,16,4,Summer,0,0,0,0,0,0,0,0.0,31.4,23.3,52.5,,0,0,0,103,19,7,10,8,139,117.0,119.0,131.0,130.43,9.1,135.0,131.0,None,0,8,3,4,4,0,3,3,0,1,1,3,5,0,0,28,12,6,2,14,12,0,12,10,2,2,0,8,2,0,2,28,14,7,1,13,14,0,14,0,426,0,14,1,411,14,0,0,242,0,6,0,236,6,0,0,395,0,13,0,382,13,0,0,802,0,23,2,777,23,0,0,294,0,10,0,284,10,0,0,2,8,0,0,1,8,0,0,3,1,1,1,1,2,6,1,1,1,1,1,2,0,0,0,Normal
2024-04-16,Tuesday,2,16,4,Summer,0,0,0,0,0,1,0,0.4,32.0,26.7,49.3,,0,0,0,100,19,13,6,8,138,139.0,117.0,137.0,131.57,9.59,137.0,131.29,None,0,7,2,7,3,0,7,4,0,2,0,2,4,0,0,28,13,3,2,13,13,0,13,10,5,0,2,3,5,0,5,28,12,3,2,14,12,0,12,0,411,0,15,1,395,15,0,0,236,0,8,0,228,8,0,0,382,0,13,0,369,13,0,0,777,0,23,2,752,23,0,0,284,0,3,0,281,3,0,0,2,16,1,1,1,20,1,1,3,1,1,2,2,2,6,2,1,1,1,1,3,0,0,2,Watch
2024-04-17,Wednesday,3,16,4,Summer,0,0,0,1,0,0,1,0.0,33.1,24.1,51.5,,0,0,0,114,23,9,14,9,160,138.0,139.0,145.0,131.71,9.68,141.0,131.36,None,0,12,4,5,2,0,2,6,0,1,1,3,5,0,0,28,16,0,0,12,16,0,16,10,8,0,1,1,8,0,8,28,13,2,1,14,13,0,13,0,395,0,16,1,378,16,0,0,228,0,7,0,221,7,0,0,369,0,16,0,353,16,0,0,752,0,28,1,723,28,0,0,281,0,8,0,273,8,0,0,2,8,0,0,1,8,0,0,3,1,2,1,1,3,7,1,1,1,2,2,4,0,0,0,Normal
2024-04-18,Thursday,4,16,4,Summer,0,0,0,0,0,1,0,0.0,30.5,23.2,49.3,,0,0,0,97,14,15,5,7,131,160.0,138.0,134.0,133.86,13.35,135.0,132.71,None,0,3,5,2,4,2,3,10,1,1,2,4,8,0,0,28,19,1,2,7,19,0,19,10,3,6,2,5,3,0,3,28,13,2,0,15,13,0,13,0,378,0,11,1,366,11,0,0,221,0,3,0,218,3,0,0,353,0,10,0,343,10,0,0,723,0,19,1,703,19,0,0,273,0,8,0,265,8,0,0,2,20,1,1,1,8,0,0,3,1,1,1,2,2,6,2,1,1,1,1,2,0,0,1,Watch
2024-04-19,Friday,5,16,4,Summer,0,0,0,0,0,0,0,0.0,31.4,22.9,51.6,,0,0,0,97,20,8,4,6,129,131.0,160.0,130.0,133.43,13.38,130.0,132.43,None,0,8,5,5,2,1,5,1,1,1,2,4,5,0,0,28,21,2,0,7,21,0,21,10,3,1,2,5,3,0,3,28,13,1,0,15,13,0,13,0,366,0,12,1,353,12,0,0,218,0,6,0,212,6,0,0,343,0,13,0,330,13,0,0,703,0,24,1,678,24,0,0,265,0,5,0,260,5,0,0,2,12,1,0,1,8,1,0,3,1,1,1,1,2,7,1,1,1,1,1,2,0,0,0,Normal
2024-04-20,Saturday,6,16,4,Summer,1,0,0,0,0,0,0,0.0,30.0,20.2,48.6,,0,0,0,87,15,8,12,9,122,129.0,131.0,119.0,133.29,13.42,126.0,132.36,None,0,2,5,4,4,2,4,2,1,1,3,5,5,0,0,28,23,2,2,3,23,0,23,10,4,1,0,6,4,0,4,28,13,3,2,13,13,0,13,0,353,0,14,1,338,14,0,0,212,0,5,0,207,5,0,0,330,0,10,0,320,10,0,0,678,0,19,1,658,19,0,0,260,0,10,0,250,10,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,7,1,1,1,1,1,4,0,0,0,Normal
2024-04-21,Sunday,7,16,4,Summer,1,0,0,0,0,0,0,0.0,34.9,28.1,48.8,,0,0,0,82,16,7,9,6,114,122.0,129.0,117.0,133.71,13.0,117.0,132.07,None,0,7,4,3,2,0,4,1,1,1,1,3,8,0,0,28,20,5,0,8,20,0,20,10,3,1,2,5,3,0,3,28,13,4,1,14,13,0,13,0,338,0,10,1,327,10,0,0,207,0,4,0,203,4,0,0,320,0,11,0,309,11,0,0,658,0,19,1,638,19,0,0,250,0,10,0,240,10,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,7,1,1,1,1,1,4,0,0,0,Normal
2024-04-22,Monday,1,17,4,Summer,0,0,0,0,0,0,0,0.0,31.3,22.1,47.0,,0,0,0,102,19,10,7,7,138,114.0,122.0,139.0,133.29,13.58,131.0,131.86,None,0,6,6,4,3,2,5,4,0,1,3,5,4,1,1,28,18,5,2,8,18,0,18,10,3,2,1,6,3,0,3,28,9,6,0,19,9,0,9,0,327,0,12,1,314,12,0,0,203,0,6,0,197,6,0,0,309,0,13,0,296,13,0,0,638,0,23,1,614,23,0,0,240,0,9,0,231,9,0,0,2,8,1,0,1,8,1,0,3,1,1,1,1,2,6,1,1,1,1,1,2,0,0,1,Watch
2024-04-23,Tuesday,2,17,4,Summer,0,0,0,0,0,1,0,0.0,31.9,23.3,43.8,,0,0,0,99,16,15,5,9,135,138.0,114.0,138.0,133.14,13.53,137.0,132.36,None,0,6,4,2,4,0,5,9,0,1,1,3,4,0,0,28,20,5,1,7,20,0,20,10,3,0,1,6,3,0,3,28,7,4,1,20,7,0,7,0,314,0,14,1,299,14,0,0,197,0,3,0,194,3,0,0,296,0,12,0,284,12,0,0,614,0,21,1,592,21,0,0,231,0,6,0,225,6,0,1,2,16,1,1,1,8,1,0,3,1,1,1,2,2,6,2,1,1,1,1,2,0,0,1,Watch
2024-04-24,Wednesday,3,17,4,Summer,0,0,0,1,0,0,1,0.0,30.4,21.3,46.7,,0,0,0,107,16,11,13,8,147,135.0,138.0,160.0,132.71,13.41,145.0,132.21,None,0,5,1,7,3,0,2,6,3,0,1,3,8,0,0,28,21,3,2,5,21,0,21,10,4,0,1,5,4,0,4,28,8,2,0,20,8,0,8,0,299,0,14,1,284,14,0,0,194,0,8,0,186,8,0,0,284,0,12,0,272,12,0,0,592,0,21,1,570,21,0,0,225,0,6,0,219,6,0,0,2,20,1,1,1,8,0,0,3,1,2,1,2,2,6,2,1,1,1,1,4,0,0,1,Watch
2024-04-25,Thursday,4,17,4,Summer,0,0,0,0,0,1,0,0.0,28.9,18.7,49.5,,0,0,0,90,18,14,7,8,129,147.0,135.0,131.0,130.86,9.96,134.0,132.36,None,0,6,5,4,3,0,4,8,0,2,1,3,5,0,0,28,20,2,1,7,20,0,20,10,0,4,2,8,0,0,0,28,13,2,0,15,13,0,13,0,284,0,13,1,270,13,0,0,186,0,5,0,181,5,0,0,272,0,12,0,260,12,0,0,570,0,22,1,547,22,0,0,219,0,16,0,203,16,0,0,2,16,1,1,1,8,1,0,2,1,1,1,2,2,6,2,1,1,1,1,4,0,0,1,Watch
2024-04-26,Friday,5,17,4,Summer,0,0,0,0,0,0,0,0.4,31.1,22.9,48.8,,0,0,0,93,22,10,8,8,133,129.0,147.0,129.0,130.57,9.98,130.0,132.0,None,0,9,5,4,4,0,4,3,1,2,1,3,4,0,0,28,23,3,1,4,23,0,23,10,0,0,0,10,0,0,0,28,9,6,0,19,9,0,9,0,270,0,14,1,255,14,0,0,181,0,6,0,175,6,0,0,260,0,14,0,246,14,0,0,547,0,25,1,521,25,0,0,203,0,6,0,197,6,0,0,2,12,1,0,1,8,1,0,2,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-04-27,Saturday,6,17,4,Summer,1,0,0,0,0,0,0,0.0,31.7,22.3,44.4,,0,0,0,87,19,9,10,9,125,133.0,129.0,122.0,131.14,9.99,119.0,132.21,None,0,8,4,5,2,2,1,4,0,4,2,4,6,0,0,28,20,7,1,7,20,0,20,10,2,0,2,6,2,0,2,28,10,2,2,16,10,0,10,0,255,0,15,0,240,15,0,0,175,0,6,0,169,6,0,0,246,0,13,0,233,13,0,0,521,0,22,1,498,22,0,0,197,0,10,0,187,10,0,0,2,8,0,0,1,8,0,0,2,1,1,1,1,2,6,1,1,1,1,1,4,0,0,0,Normal
2024-04-28,Sunday,7,17,4,Summer,1,0,0,0,0,0,0,0.0,29.9,23.0,53.1,,0,0,0,81,20,9,9,9,119,125.0,133.0,114.0,131.57,9.65,117.0,132.64,None,0,5,6,4,5,3,5,1,2,1,3,5,7,0,0,28,20,3,0,8,20,0,20,10,5,1,1,4,5,0,5,28,10,2,1,17,10,0,10,0,240,0,15,0,225,15,0,0,169,0,6,0,163,6,0,0,233,0,12,0,221,12,0,0,498,0,22,1,475,22,0,0,187,0,9,0,178,9,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,6,1,1,1,1,1,3,0,0,1,Watch
2024-04-29,Monday,1,18,4,Summer,0,0,0,0,0,0,0,0.0,34.1,25.7,41.9,,0,0,0,103,15,7,10,8,135,119.0,125.0,138.0,132.29,8.43,139.0,132.79,None,0,8,3,3,1,0,2,2,2,1,1,3,7,0,0,28,17,7,1,10,17,0,17,10,1,5,2,7,1,0,1,28,10,3,0,18,10,0,10,0,225,0,13,0,212,13,0,0,163,0,4,0,159,4,0,0,221,0,12,0,209,12,0,0,475,0,20,1,454,20,0,0,178,0,8,0,170,8,0,0,2,20,1,1,1,8,0,0,3,1,1,1,2,2,6,1,1,1,1,1,2,0,0,1,Watch
2024-04-30,Tuesday,2,18,4,Summer,0,0,0,0,0,1,0,0.3,32.7,25.2,44.7,,0,0,0,103,19,15,10,9,147,135.0,119.0,135.0,131.86,8.2,138.0,132.5,None,0,8,6,3,2,2,7,6,0,2,3,5,4,1,1,28,17,7,1,10,17,0,17,10,2,1,1,7,2,0,2,28,7,3,1,20,7,0,7,0,212,0,15,0,197,15,0,1,159,0,5,0,154,5,0,0,209,0,13,0,196,13,0,1,454,0,23,1,430,23,0,0,570,400,5,1,564,5,0,0,2,16,1,1,1,20,1,1,3,1,1,2,2,2,6,2,1,1,1,1,4,0,0,3,High
2024-05-01,Wednesday,3,18,5,Summer,0,1,0,1,0,0,2,0.0,33.8,25.2,41.8,,0,0,0,111,19,10,11,8,151,147.0,135.0,147.0,133.57,9.78,160.0,133.14,None,0,9,2,8,0,0,3,6,0,1,1,3,5,0,0,28,21,2,0,7,21,0,21,10,3,1,1,6,3,0,3,28,4,3,2,22,4,0,4,0,197,0,15,0,182,15,0,0,154,0,9,0,145,9,0,0,196,0,14,0,182,14,0,0,430,0,24,1,405,24,0,0,564,0,1,1,562,1,0,0,2,8,1,0,1,8,0,0,3,1,1,1,1,2,6,1,1,1,1,1,3,0,0,0,Normal
2024-05-02,Thursday,4,18,5,Summer,0,0,0,0,0,1,0,0.5,37.0,27.8,42.3,,0,0,0,94,16,13,6,9,129,151.0,147.0,129.0,134.14,10.63,131.0,132.5,None,0,3,4,4,5,0,4,7,1,1,1,3,7,0,0,28,19,6,0,9,19,0,19,10,2,3,1,7,2,0,2,28,7,0,1,20,7,0,7,0,182,0,14,0,168,14,0,0,145,0,5,0,140,5,0,0,182,0,11,0,171,11,0,0,405,0,20,1,384,20,0,1,562,0,8,1,553,8,0,0,2,20,1,1,1,8,1,0,2,1,1,1,2,2,6,2,1,1,1,1,3,0,0,1,Watch
