date,day_of_week,day_of_week_num,week_of_year,month,season,is_weekend,public_holiday,festival_flag,weekly_market_day,vaccination_camp_flag,maternal_clinic_day,local_event_intensity,rainfall_mm,temperature_max_c,temperature_min_c,humidity_pct,outbreak_type,outbreak_severity_0_5,surveillance_alert,affected_villages,general_opd_arrivals,fever_infectious_arrivals,maternal_child_arrivals,trauma_emergency_arrivals,expected_admissions,total_patient_arrivals,patients_lag_1,patients_lag_2,patients_lag_7,rolling_mean_7,rolling_std_7,patients_lag_14,rolling_mean_14,required_general_doctors,required_physicians,required_emergency_doctors,required_pediatricians,required_obgyn_doctors,required_senior_nursing_officers,required_nursing_officers,required_anm_staff,required_lab_technicians,required_pharmacists,required_ambulance_crew,required_general_beds,required_emergency_beds,required_isolation_beds,required_iv_fluid_units,required_ors_units,required_diagnostic_test_kits,required_antipyretic_units,required_ppe_kits,required_oxygen_cylinders,required_ambulances,available_general_beds,available_emergency_beds,available_isolation_beds,stock_iv_fluid_units,stock_ors_units,stock_diagnostic_test_kits,stock_antipyretic_units,stock_ppe_kits,available_oxygen_cylinders,available_ambulances,resource_shortage_count,overflow_patients,emergency_risk_level
2025-05-04,Sunday,7,18,5,Summer,1,0,0,0,0,0,0,0.0,34.3,25.4,44.5,,0,0,0,82,13,10,12,6,117,125.0,135.0,121.0,136.57,11.15,125.0,136.79,2,1,1,1,1,2,5,1,1,1,1,4,3,2,11,3,6,28,14,1,1,46,11,10,11,11,7,32,12,9,2,1,0,Watch
2025-05-05,Monday,1,19,5,Summer,0,0,0,0,0,0,0,0.0,33.1,23.0,44.8,,0,0,0,107,15,9,10,7,141,117.0,125.0,137.0,136.0,12.0,136.0,136.21,2,1,1,1,1,2,6,1,1,2,1,4,3,3,11,3,7,34,16,1,1,42,11,5,10,10,9,37,14,8,2,2,0,Watch
2025-05-06,Tuesday,2,19,5,Summer,0,0,0,0,0,1,0,0.0,32.2,23.6,44.3,,0,0,0,101,18,13,7,8,139,141.0,117.0,142.0,136.57,12.13,142.0,136.57,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,9,38,16,1,1,49,11,7,14,13,10,45,22,10,3,0,0,Normal
2025-05-07,Wednesday,3,19,5,Summer,0,0,0,1,0,0,1,0.0,30.3,23.0,45.6,,0,0,0,109,19,9,12,9,149,139.0,141.0,158.0,136.14,11.98,149.0,136.36,2,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,9,40,18,1,1,36,15,9,14,13,9,44,15,9,2,1,0,Watch
2025-05-08,Thursday,4,19,5,Summer,0,0,0,0,0,1,0,0.0,31.7,23.2,45.3,,0,0,0,96,14,13,8,8,131,149.0,139.0,138.0,134.86,9.86,148.0,136.36,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,31,14,1,1,45,11,7,9,11,5,42,13,8,2,3,0,High
2025-05-09,Friday,5,19,5,Summer,0,0,0,0,0,0,0,1.4,33.0,25.3,43.9,,0,0,0,100,21,7,7,7,135,131.0,149.0,135.0,133.86,9.85,134.0,135.14,2,1,1,1,1,2,5,1,1,2,1,4,3,3,12,4,10,42,18,1,1,37,11,9,13,13,7,47,17,9,2,2,0,Watch
2025-05-10,Saturday,6,19,5,Summer,1,0,0,0,0,0,0,0.0,32.9,25.6,49.8,,0,0,0,83,19,8,13,6,123,135.0,131.0,125.0,133.86,9.85,125.0,135.21,2,1,1,1,1,2,5,1,1,2,1,4,4,3,13,4,9,37,17,1,1,41,11,5,15,12,9,51,14,9,2,1,0,Watch
2025-05-11,Sunday,7,19,5,Summer,1,0,0,0,0,0,0,0.0,31.8,24.6,48.1,,0,0,0,85,17,11,13,8,126,123.0,135.0,117.0,133.57,10.13,121.0,135.07,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,8,34,16,1,1,46,12,9,15,11,7,34,19,9,2,1,0,Watch
2025-05-12,Monday,1,20,5,Summer,0,0,0,0,0,0,0,0.9,32.4,24.8,43.2,,0,0,0,103,19,9,7,8,138,126.0,123.0,141.0,134.86,8.36,137.0,135.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,9,39,17,1,1,40,12,6,14,13,8,52,22,5,2,1,0,Watch
2025-05-13,Tuesday,2,20,5,Summer,0,0,0,0,0,1,0,0.0,31.0,23.0,45.8,,0,0,0,103,17,13,7,8,140,138.0,126.0,139.0,134.43,8.1,142.0,135.5,2,1,1,1,1,2,5,1,1,2,1,5,3,3,12,4,8,36,16,1,1,42,10,8,13,12,9,41,17,9,2,0,0,Normal
2025-05-14,Wednesday,3,20,5,Summer,0,0,0,1,0,0,1,0.0,32.8,25.5,48.4,,0,0,0,111,14,9,14,8,148,140.0,138.0,149.0,134.57,8.19,158.0,135.36,3,1,1,1,1,2,6,1,1,2,1,5,4,3,12,3,7,33,15,1,1,41,11,8,12,11,6,35,20,8,2,1,0,Watch
2025-05-15,Thursday,4,20,5,Summer,0,0,0,0,0,1,0,0.0,34.5,25.9,47.9,,0,0,0,98,19,14,9,8,140,148.0,140.0,131.0,134.43,7.94,138.0,134.64,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,39,17,1,1,51,11,11,12,12,10,43,21,9,2,1,0,Watch
2025-05-16,Friday,5,20,5,Summer,0,0,0,0,0,0,0,0.0,32.0,26.0,49.4,,0,0,0,99,15,9,6,7,129,140.0,148.0,135.0,135.71,8.01,135.0,134.79,2,1,1,1,1,2,5,1,1,2,1,4,3,3,10,3,7,33,15,1,1,40,12,8,10,10,8,34,21,9,2,0,0,Normal
2025-05-17,Saturday,6,20,5,Summer,1,0,0,0,0,0,0,0.0,33.1,24.3,43.2,,0,0,0,93,18,10,9,8,130,129.0,140.0,123.0,134.86,8.36,125.0,134.36,2,1,1,1,1,2,5,1,1,2,1,5,4,3,12,4,9,37,16,1,1,41,11,8,11,11,10,49,17,9,2,1,0,Watch
2025-05-18,Sunday,7,20,5,Summer,1,0,0,0,0,0,0,0.0,32.6,25.4,43.4,,0,0,0,83,18,9,12,9,122,130.0,129.0,126.0,135.86,7.22,117.0,134.71,2,1,1,1,1,2,5,1,1,2,1,5,4,3,13,4,9,36,16,1,1,35,9,10,12,11,8,42,21,12,2,2,0,Watch
2025-05-19,Monday,1,21,5,Summer,0,0,0,0,1,0,0,0.0,34.0,26.0,41.1,,0,0,0,108,19,13,6,7,146,122.0,130.0,138.0,135.29,8.08,141.0,135.07,2,1,1,1,1,2,6,1,1,2,1,4,3,3,12,4,9,40,18,1,1,46,13,4,12,11,7,55,20,10,2,1,0,Watch
2025-05-20,Tuesday,2,21,5,Summer,0,0,0,0,0,1,0,0.3,33.7,25.4,47.5,,0,0,0,99,15,13,8,8,135,146.0,122.0,140.0,136.43,8.91,139.0,135.43,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,3,7,33,15,1,1,44,8,8,14,10,6,36,19,12,2,1,0,Watch
2025-05-21,Wednesday,3,21,5,Summer,0,0,0,1,0,0,1,0.0,33.3,22.6,48.1,,0,0,0,111,21,9,10,8,151,135.0,146.0,148.0,135.71,8.79,149.0,135.14,3,1,1,1,1,2,6,1,1,2,1,5,4,3,13,4,10,43,19,1,1,48,13,9,11,13,9,53,17,8,2,3,0,High
2025-05-22,Thursday,4,21,5,Summer,0,0,0,0,0,1,0,0.0,32.3,22.6,51.6,,0,0,0,97,17,15,4,8,133,151.0,135.0,140.0,136.14,9.43,131.0,135.29,2,1,1,1,1,2,5,1,1,2,1,5,3,3,11,4,8,36,16,1,1,37,12,11,12,12,9,43,17,9,2,0,0,Normal
2025-05-23,Friday,5,21,5,Summer,0,0,0,0,0,0,0,3.0,35.2,27.3,41.8,Diarrheal,3,1,5,110,30,7,7,8,154,133.0,151.0,129.0,135.14,9.34,135.0,135.43,2,1,1,1,1,2,6,1,1,2,1,5,3,5,15,21,26,56,32,2,1,45,8,8,20,29,29,62,33,9,3,0,0,Watch
2025-05-24,Saturday,6,21,5,Summer,1,0,0,0,0,0,0,0.2,31.3,23.2,42.7,Diarrheal,3,1,4,102,36,10,9,10,157,154.0,133.0,130.0,138.71,10.95,123.0,136.79,2,2,1,1,1,2,6,1,1,2,1,6,4,6,18,26,31,65,37,2,1,39,11,9,20,32,27,77,43,9,2,1,0,Watch
2025-05-25,Sunday,7,21,5,Summer,1,0,0,0,0,0,0,0.0,33.8,27.2,49.7,Diarrheal,3,1,6,95,33,7,8,8,143,157.0,154.0,122.0,142.57,11.91,126.0,139.21,2,1,1,1,1,2,6,1,1,2,1,5,3,5,16,24,29,59,35,2,1,42,14,7,15,34,25,67,28,12,2,3,0,High
2025-05-26,Monday,1,22,5,Summer,0,0,0,0,0,0,0,0.0,33.7,27.9,44.1,Diarrheal,3,1,4,117,32,7,6,8,162,143.0,157.0,146.0,145.57,8.52,138.0,140.43,3,1,1,1,1,2,6,1,1,2,1,5,3,5,15,23,28,60,34,2,1,36,11,10,17,42,24,69,43,11,2,1,0,Watch
2025-05-27,Tuesday,2,22,5,Summer,0,0,0,0,0,1,0,0.0,32.0,22.3,45.5,Diarrheal,3,1,5,112,33,15,9,10,169,162.0,143.0,135.0,147.86,10.29,140.0,142.14,3,1,1,1,1,2,7,1,1,2,1,6,4,6,18,24,29,61,36,2,1,41,7,8,17,27,23,78,40,6,2,2,0,Watch
2025-05-28,Wednesday,3,22,5,Summer,0,0,0,1,0,0,1,0.0,35.7,28.3,48.1,Diarrheal,3,1,5,123,33,8,11,10,175,169.0,162.0,151.0,152.71,11.07,148.0,144.21,3,1,1,1,1,2,7,1,1,2,1,6,4,6,17,24,29,62,36,2,1,37,12,6,20,43,37,59,36,10,2,1,0,Watch
2025-05-29,Thursday,4,22,5,Summer,0,0,0,0,0,1,0,0.0,35.4,29.6,38.7,Diarrheal,3,1,4,107,28,13,10,9,158,175.0,169.0,133.0,156.14,13.46,140.0,146.14,2,1,1,1,1,2,6,1,1,2,1,5,4,5,17,20,24,53,31,2,1,46,14,8,17,27,30,70,43,8,2,0,0,Watch
2025-05-30,Friday,5,22,5,Summer,0,0,0,0,0,0,0,0.0,30.7,24.3,52.2,Diarrheal,3,1,5,108,33,8,7,8,156,158.0,175.0,154.0,159.71,9.62,129.0,147.43,2,1,1,1,1,2,6,1,1,2,1,5,3,5,16,24,29,61,35,2,1,41,12,8,19,29,30,81,45,9,2,0,0,Watch
2025-05-31,Saturday,6,22,5,Summer,1,0,0,0,0,0,0,0.0,35.9,29.2,41.1,Diarrheal,3,1,4,107,30,8,10,8,155,156.0,158.0,157.0,160.0,9.47,130.0,149.36,2,1,1,1,1,2,6,1,1,2,1,5,4,5,16,21,26,56,32,2,1,43,15,11,17,28,30,61,42,9,2,0,0,Watch
2025-06-01,Sunday,7,22,6,Monsoon,1,0,0,0,0,0,0,15.5,33.4,23.2,72.1,Diarrheal,3,1,4,94,41,8,12,10,155,155.0,156.0,143.0,159.71,9.59,122.0,151.14,2,2,1,1,1,2,6,1,1,2,1,6,4,6,20,29,35,71,41,2,1,40,11,4,21,46,29,72,35,9,2,3,0,High
2025-06-02,Monday,1,23,6,Monsoon,0,0,0,0,0,0,0,8.7,33.4,24.1,79.0,Diarrheal,3,1,6,110,41,8,9,9,168,155.0,155.0,162.0,161.43,7.23,146.0,153.5,2,2,1,1,1,2,6,1,1,2,1,5,4,6,20,29,35,73,41,2,1,44,10,10,21,48,41,71,46,7,2,1,0,Watch
2025-06-03,Tuesday,2,23,6,Monsoon,0,0,0,0,0,1,0,10.4,36.8,28.8,79.0,Diarrheal,3,1,4,109,50,13,8,12,180,168.0,155.0,169.0,162.29,7.59,135.0,155.07,2,2,1,1,1,2,7,1,1,2,1,7,4,8,24,35,43,86,49,2,1,40,11,8,23,42,46,90,63,10,1,1,0,Watch
2025-06-04,Wednesday,3,23,6,Monsoon,0,0,0,1,0,0,1,12.6,34.8,25.6,73.4,Diarrheal,3,1,3,121,42,8,13,12,184,180.0,168.0,175.0,163.86,9.67,151.0,158.29,3,2,1,1,1,3,7,1,1,2,1,7,5,7,21,30,36,76,44,2,1,41,10,8,21,34,39,92,46,7,2,0,0,Watch
2025-06-05,Thursday,4,23,6,Monsoon,0,0,0,0,0,1,0,28.1,34.9,24.5,80.8,Diarrheal,3,1,6,105,52,12,8,11,177,184.0,180.0,158.0,165.14,11.49,133.0,160.64,2,2,1,1,1,2,7,1,2,2,1,7,4,7,24,37,45,89,51,2,1,40,10,5,29,56,43,97,60,9,2,2,0,Watch
2025-06-06,Friday,5,23,6,Monsoon,0,0,0,0,0,0,0,25.8,33.7,27.3,73.3,Diarrheal,3,1,7,111,44,9,8,10,172,177.0,184.0,156.0,167.86,11.73,154.0,163.79,3,2,1,1,1,2,7,1,1,2,1,6,4,7,21,31,38,78,45,2,1,42,12,8,24,44,29,96,37,10,2,2,0,Watch
2025-06-07,Saturday,6,23,6,Monsoon,1,0,0,0,0,0,0,19.7,36.1,28.3,70.2,Diarrheal,3,1,4,99,43,10,14,11,166,172.0,177.0,155.0,170.14,10.71,157.0,165.07,2,2,1,1,1,2,6,1,1,2,1,7,5,7,22,31,37,75,43,2,1,45,9,8,27,37,43,95,56,8,2,0,0,Watch
2025-06-08,Sunday,7,23,6,Monsoon,1,0,0,0,0,0,0,5.4,31.4,23.5,70.0,Diarrheal,3,1,3,88,41,6,11,10,146,166.0,172.0,155.0,171.71,9.05,143.0,165.71,2,2,1,1,1,2,6,1,1,2,1,6,4,6,20,29,35,71,41,2,1,42,10,8,18,51,46,75,33,9,2,2,0,Watch
2025-06-09,Monday,1,24,6,Monsoon,0,0,0,0,0,0,0,12.7,32.7,26.0,76.1,Diarrheal,3,1,4,114,42,8,9,10,173,146.0,166.0,168.0,170.43,11.61,162.0,165.93,3,2,1,1,1,2,7,1,1,2,1,6,4,6,20,30,36,75,43,2,1,42,13,12,20,32,40,70,59,11,1,1,0,Watch
2025-06-10,Tuesday,2,24,6,Monsoon,0,0,0,0,0,1,0,16.5,34.8,27.5,75.1,Diarrheal,3,1,4,111,43,12,6,10,172,173.0,146.0,180.0,171.14,11.59,169.0,166.71,3,2,1,1,1,2,7,1,1,2,1,6,4,7,20,31,37,76,44,2,1,42,13,8,26,51,48,94,35,8,2,1,0,Watch
2025-06-11,Wednesday,3,24,6,Monsoon,0,0,0,1,0,0,1,71.7,33.3,23.5,96.6,Diarrheal,3,1,4,115,56,8,14,12,193,172.0,173.0,184.0,170.0,11.05,175.0,166.93,3,2,1,1,1,3,7,1,2,2,1,7,5,8,26,40,48,96,55,2,1,37,9,9,30,63,62,124,76,7,2,0,0,Watch
2025-06-12,Thursday,4,24,6,Monsoon,0,0,0,0,0,1,0,13.8,36.4,27.5,70.7,Diarrheal,3,1,4,110,42,14,7,11,173,193.0,172.0,177.0,171.29,12.96,158.0,168.21,2,2,1,1,1,2,7,1,1,2,1,7,4,7,21,30,36,74,43,2,1,40,11,7,23,40,34,93,59,8,2,1,0,Watch
2025-06-13,Friday,5,24,6,Monsoon,0,0,0,0,0,0,0,25.2,34.3,24.0,77.7,Diarrheal,3,1,5,103,42,8,6,8,159,173.0,193.0,172.0,170.71,12.78,156.0,169.29,2,2,1,1,1,2,6,1,1,2,1,5,3,6,19,30,36,74,42,2,1,40,12,8,24,38,44,99,38,9,2,1,0,Watch
2025-06-14,Saturday,6,24,6,Monsoon,1,0,0,0,0,0,0,15.1,33.8,25.8,77.9,Diarrheal,3,1,5,96,46,7,10,11,159,159.0,173.0,166.0,168.86,13.39,155.0,169.5,2,2,1,1,1,2,6,1,1,2,1,7,4,7,21,33,40,79,45,2,1,42,11,8,23,44,34,84,61,4,3,1,0,Watch
2025-06-15,Sunday,7,24,6,Monsoon,1,0,0,0,0,0,0,8.5,32.7,27.3,70.0,,0,0,0,81,21,9,8,7,119,159.0,159.0,146.0,167.86,13.82,155.0,169.79,2,1,1,1,1,2,5,1,1,1,1,4,3,3,12,4,10,40,18,1,1,38,11,5,13,11,8,50,24,9,2,1,0,Watch
2025-06-16,Monday,1,25,6,Monsoon,0,0,0,0,0,0,0,20.1,33.4,24.4,75.8,,0,0,0,103,32,8,7,8,150,119.0,159.0,173.0,164.0,21.19,168.0,167.21,2,1,1,1,1,2,6,1,1,2,1,5,3,4,16,6,15,59,24,2,1,42,12,8,20,16,12,59,30,9,2,1,0,Watch
2025-06-17,Tuesday,2,25,6,Monsoon,0,0,0,0,0,1,0,54.2,33.9,25.4,87.4,,0,0,0,98,33,11,8,9,150,150.0,119.0,172.0,160.71,21.32,180.0,165.93,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,15,60,25,2,1,37,11,8,19,14,18,79,32,11,2,0,0,Normal
2025-06-18,Wednesday,3,25,6,Monsoon,0,0,0,1,0,0,1,20.4,34.3,23.8,71.1,,0,0,0,105,29,7,14,9,155,150.0,150.0,193.0,157.57,21.04,184.0,163.79,2,1,1,1,1,2,6,1,1,2,1,5,4,4,17,6,14,54,23,2,1,42,13,11,17,14,11,54,19,11,2,2,0,Watch
2025-06-19,Thursday,4,25,6,Monsoon,0,0,0,0,1,1,0,20.9,33.6,25.4,67.7,,0,0,0,98,30,16,7,10,151,155.0,150.0,173.0,152.14,15.33,177.0,161.71,2,1,1,1,1,2,6,2,1,2,1,6,4,4,17,6,14,55,23,2,1,38,17,6,17,16,16,69,29,6,3,0,0,Normal
2025-06-20,Friday,5,25,6,Monsoon,0,0,0,0,0,0,0,20.3,36.3,26.9,72.5,,0,0,0,93,28,5,6,7,132,151.0,155.0,159.0,149.0,12.77,172.0,159.86,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,6,13,52,21,1,1,39,11,8,11,14,15,64,24,13,2,1,0,Watch
2025-06-21,Saturday,6,25,6,Monsoon,1,0,0,0,0,0,0,17.6,33.9,26.8,78.9,,0,0,0,87,27,7,14,8,135,132.0,151.0,159.0,145.14,13.24,166.0,157.0,2,1,1,1,1,2,5,1,1,2,1,5,4,3,16,5,13,50,21,2,1,46,11,6,19,14,11,58,29,11,2,1,0,Watch
2025-06-22,Sunday,7,25,6,Monsoon,1,0,0,0,0,0,0,9.7,32.9,26.4,76.9,,0,0,0,80,24,7,9,8,120,135.0,132.0,119.0,141.71,12.28,146.0,154.79,2,1,1,1,1,2,5,1,1,1,1,5,4,3,13,5,11,44,19,1,1,41,9,8,12,12,9,43,20,9,2,3,0,High
2025-06-23,Monday,1,26,6,Monsoon,0,0,0,0,0,0,0,23.5,35.4,27.4,77.3,,0,0,0,98,29,7,8,7,142,120.0,135.0,150.0,141.86,12.02,173.0,152.93,2,1,1,1,1,2,6,1,1,2,1,4,3,3,15,6,14,54,23,2,1,42,11,7,19,16,11,67,28,10,2,1,0,Watch
2025-06-24,Tuesday,2,26,6,Monsoon,0,0,0,0,0,1,0,48.9,36.4,27.8,82.8,,0,0,0,100,34,9,4,8,147,142.0,120.0,150.0,140.71,11.56,172.0,150.71,2,1,1,1,1,2,6,1,1,2,1,5,3,4,16,7,16,61,25,2,1,47,11,9,16,16,13,59,31,10,2,2,0,Watch
2025-06-25,Wednesday,3,26,6,Monsoon,0,0,0,1,0,0,1,15.3,36.6,30.2,80.8,,0,0,0,108,31,8,11,10,158,147.0,142.0,155.0,140.29,11.26,193.0,148.93,2,1,1,1,1,2,6,1,1,2,1,6,4,4,17,6,14,58,24,2,1,43,10,8,20,16,11,68,20,10,2,2,0,Watch
2025-06-26,Thursday,4,26,6,Monsoon,0,0,0,0,0,1,0,36.0,32.2,24.4,88.2,,0,0,0,89,29,13,9,9,140,158.0,147.0,151.0,140.71,11.85,173.0,146.43,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,14,53,22,2,1,32,11,8,17,16,15,62,29,10,2,0,0,Normal
2025-06-27,Friday,5,26,6,Monsoon,0,0,0,0,0,0,0,31.4,34.6,25.6,84.1,,0,0,0,93,33,6,6,9,138,140.0,158.0,132.0,139.14,11.09,159.0,144.07,2,1,1,1,1,2,5,1,1,2,1,5,3,4,15,6,15,59,24,2,1,36,13,7,16,14,19,70,24,9,2,0,0,Normal
2025-06-28,Saturday,6,26,6,Monsoon,1,0,0,0,0,0,0,26.8,32.4,24.0,83.1,,0,0,0,81,33,6,14,9,134,138.0,140.0,135.0,140.0,10.73,159.0,142.57,2,1,1,1,1,2,5,1,1,2,1,5,4,4,18,6,15,58,24,2,1,48,11,9,18,13,14,56,28,10,2,2,0,Watch
2025-06-29,Sunday,7,26,6,Monsoon,1,0,0,0,0,0,0,10.9,32.7,24.3,73.7,,0,0,0,78,33,7,10,8,128,134.0,138.0,120.0,139.86,10.8,119.0,140.79,2,1,1,1,1,2,5,1,1,2,1,5,4,4,17,6,15,58,24,2,1,46,11,6,20,15,20,71,33,13,2,0,0,Normal
2025-06-30,Monday,1,27,6,Monsoon,0,0,0,0,0,0,0,10.0,34.7,27.5,72.6,,0,0,0,99,25,7,6,7,137,128.0,134.0,142.0,141.0,8.9,150.0,141.43,2,1,1,1,1,2,5,1,1,2,1,4,3,3,13,5,12,48,20,1,1,47,10,6,17,15,15,53,26,9,2,0,0,Normal
2025-07-01,Tuesday,2,27,7,Monsoon,0,0,0,0,0,1,0,55.4,37.7,28.1,93.0,,0,0,0,99,40,11,8,10,158,137.0,128.0,147.0,140.29,8.99,150.0,140.5,2,2,1,1,1,2,6,1,1,2,1,6,4,4,20,8,18,70,28,2,1,41,11,5,20,16,20,70,34,9,2,0,0,Normal
2025-07-02,Wednesday,3,27,7,Monsoon,0,0,0,1,0,0,1,32.4,30.9,23.0,85.5,,0,0,0,106,33,6,11,10,156,158.0,137.0,158.0,141.86,10.8,155.0,141.07,2,1,1,1,1,2,6,1,1,2,1,6,4,4,17,6,15,61,25,2,1,43,13,7,20,15,17,75,33,10,2,0,0,Normal
2025-07-03,Thursday,4,27,7,Monsoon,0,0,0,0,0,1,0,58.7,34.4,26.2,94.8,,0,0,0,91,37,11,3,8,142,156.0,158.0,140.0,141.57,10.39,151.0,141.14,2,2,1,1,1,2,6,1,1,2,1,5,3,4,17,7,17,65,27,2,1,51,11,9,22,15,22,60,33,9,2,1,0,Watch
2025-07-04,Friday,5,27,7,Monsoon,0,0,0,0,0,0,0,19.1,34.4,26.6,81.7,,0,0,0,90,31,7,6,7,134,142.0,156.0,138.0,141.86,10.37,132.0,140.5,2,1,1,1,1,2,5,1,1,2,1,4,3,3,15,6,14,56,23,2,1,44,15,9,16,14,13,68,26,5,2,1,0,Watch
2025-07-05,Saturday,6,27,7,Monsoon,1,0,0,0,0,0,0,26.5,33.8,24.2,82.6,,0,0,0,84,32,7,10,7,133,134.0,142.0,134.0,141.29,10.67,135.0,140.64,2,1,1,1,1,2,5,1,1,2,1,4,3,3,16,6,15,57,23,2,1,42,9,7,17,13,13,74,20,11,2,2,0,Watch
2025-07-06,Sunday,7,27,7,Monsoon,1,0,0,0,0,0,0,11.0,35.3,25.5,70.8,,0,0,0,80,34,7,13,10,134,133.0,134.0,128.0,141.14,10.78,120.0,140.5,2,1,1,1,1,2,5,1,1,2,1,6,5,4,18,7,16,59,24,2,1,38,11,8,23,17,16,61,28,9,2,0,0,Normal
2025-07-07,Monday,1,28,7,Monsoon,0,0,0,0,0,0,0,21.7,34.7,26.6,81.4,,0,0,0,99,29,5,8,8,141,134.0,133.0,137.0,142.0,9.9,142.0,141.5,2,1,1,1,1,2,6,1,1,2,1,5,3,4,14,6,14,54,23,2,1,36,9,8,15,16,10,65,24,9,2,1,0,Watch
2025-07-08,Tuesday,2,28,7,Monsoon,0,0,0,0,0,1,0,8.8,32.6,23.4,73.5,,0,0,0,99,26,12,7,9,144,141.0,134.0,158.0,142.57,9.71,147.0,141.43,2,1,1,1,1,2,6,1,1,2,1,5,4,4,15,5,12,49,21,1,1,39,9,10,18,12,11,47,19,10,2,3,0,High
2025-07-09,Wednesday,3,28,7,Monsoon,0,0,0,1,0,0,1,14.6,32.7,22.0,78.2,,0,0,0,110,29,7,15,9,161,144.0,141.0,156.0,140.57,7.52,158.0,141.21,2,1,1,1,1,2,6,1,1,2,1,5,5,4,17,6,14,55,23,2,1,40,14,9,22,16,15,62,32,8,2,0,0,Normal
2025-07-10,Thursday,4,28,7,Monsoon,0,0,0,0,0,1,0,32.2,32.7,24.0,81.6,,0,0,0,96,32,11,6,10,145,161.0,144.0,142.0,141.29,9.04,140.0,141.43,2,1,1,1,1,2,6,1,1,2,1,6,4,4,16,6,15,58,24,2,1,38,11,6,15,13,17,76,33,10,2,1,0,Watch
2025-07-11,Friday,5,28,7,Monsoon,0,0,0,0,0,0,0,42.7,32.4,24.1,83.0,,0,0,0,95,31,5,8,7,139,145.0,161.0,134.0,141.71,9.13,138.0,141.79,2,1,1,1,1,2,5,1,1,2,1,4,3,3,15,6,14,56,23,2,1,41,10,9,19,16,12,61,32,9,2,1,0,Watch
2025-07-12,Saturday,6,28,7,Monsoon,1,0,0,0,0,0,0,18.7,34.6,28.3,78.6,,0,0,0,80,29,5,13,8,127,139.0,145.0,133.0,142.43,8.68,134.0,141.86,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,6,14,52,22,2,1,38,11,7,19,14,14,55,22,9,1,0,0,Normal
2025-07-13,Sunday,7,28,7,Monsoon,1,0,0,0,1,0,0,14.8,32.4,25.6,78.3,,0,0,0,83,29,11,11,10,134,127.0,139.0,134.0,141.57,9.8,128.0,141.36,2,1,1,1,1,2,5,1,1,2,1,6,4,4,17,6,14,52,22,2,1,35,12,5,17,15,18,47,19,8,2,2,0,Watch
2025-07-14,Monday,1,29,7,Monsoon,0,0,0,0,0,0,0,25.0,35.9,27.6,73.1,,0,0,0,101,30,6,9,8,146,134.0,127.0,141.0,141.57,9.8,137.0,141.79,2,1,1,1,1,2,6,1,1,2,1,5,4,4,15,6,14,56,23,2,1,44,12,10,13,15,16,61,22,10,2,2,0,Watch
2025-07-15,Tuesday,2,29,7,Monsoon,0,0,0,0,0,1,0,47.7,32.1,24.8,85.0,,0,0,0,98,33,10,4,8,145,146.0,134.0,144.0,142.29,9.91,158.0,142.43,2,1,1,1,1,2,6,1,1,2,1,5,3,4,16,6,15,60,25,1,1,42,11,9,16,13,11,78,33,9,2,1,0,Watch
2025-07-16,Wednesday,3,29,7,Monsoon,0,0,0,1,0,0,1,8.0,34.7,24.8,71.6,,0,0,0,109,26,6,9,8,150,145.0,146.0,161.0,142.43,9.94,156.0,141.5,2,1,1,1,1,2,6,1,1,2,1,5,4,3,14,5,12,50,21,2,1,38,12,8,18,12,15,69,20,9,2,1,0,Watch
2025-07-17,Thursday,4,29,7,Monsoon,0,0,0,0,0,1,0,16.9,33.2,25.5,72.4,,0,0,0,91,26,12,8,8,137,150.0,145.0,145.0,140.86,7.43,142.0,141.07,2,1,1,1,1,2,5,1,1,2,1,5,3,3,15,5,12,49,20,1,1,43,17,8,16,12,13,67,16,8,2,1,0,Watch
2025-07-18,Friday,5,29,7,Monsoon,0,0,0,0,0,0,0,19.1,35.0,27.7,71.8,,0,0,0,94,28,6,10,8,138,137.0,150.0,139.0,139.71,7.32,134.0,140.71,2,1,1,1,1,2,5,1,1,2,1,5,4,3,15,6,13,52,21,2,1,46,15,10,17,13,15,51,29,9,2,1,0,Watch
2025-07-19,Saturday,6,29,7,Monsoon,1,0,0,0,0,0,0,22.6,33.6,26.0,76.9,,0,0,0,83,26,7,11,9,127,138.0,137.0,127.0,139.57,7.35,133.0,141.0,2,1,1,1,1,2,5,1,1,2,1,5,4,4,15,5,12,48,20,2,1,46,11,7,16,13,14,48,24,8,2,0,0,Normal
2025-07-20,Sunday,7,29,7,Monsoon,1,0,0,0,0,0,0,17.1,31.6,24.3,82.1,,0,0,0,81,30,6,12,9,129,127.0,138.0,134.0,139.57,7.35,134.0,140.57,2,1,1,1,1,2,5,1,1,2,1,5,4,4,16,6,14,54,22,2,1,42,10,8,19,15,15,62,19,6,2,1,0,Watch
